Asvi,AsviR,Sexe,Age,Tage,Couple,Vmatri,Diplome,Occupa,Work,statut,Herit,Pere,Mere,Gparp,gparm,Jgrav,Livep,Epalo,fepsal,vmob,livdf,pel,cel,qpep,asdecv,Retrait,Qpea,Urbani,Zeat,Nbenf,Nbenfq,Iogoc,terre,dette,bdetre,hdetvo,ident
AsN,1,Sh,28,T30,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepO,QpeO,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00086
AsO,0,Sh,60,T70,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemN,hevN,00087
AsO,0,Sf,54,T60,CouO,Vmar,Db+5,Oact,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemN,hevN,00088
AsN,1,Sh,73,T80,CouO,Vmar,Db+5,Oret,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppO,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terO,detN,bemN,hevN,00089
AsN,1,Sf,67,T70,CouO,Vmar,Dsan,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terO,detN,bemN,hevN,00090
AsN,1,Sf,93,T80,CouN,Vsep,Dbac,Oret,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,1,Nbe1,Ipro,terN,detN,bemN,hevN,00091
AsN,1,Sf,56,T60,CouO,Vmar,Dbepc,Oret,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,3,Nb>3,Ipro,terO,detO,bemN,hevO,00092
AsO,0,Sf,44,T50,CouO,Vmar,Db+5,Oina,Wemp,spriv,HerO,PerO,MerO,GppO,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevO,00093
AsN,1,Sh,32,T40,CouN,Vcel,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00094
AsO,0,Sh,67,T70,CouO,Vmar,Db+5,Oret,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeO,U5,Zidf,1,Nbe1,Ipro,terO,detN,bemN,hevN,00095
AsN,1,Sf,60,T70,CouO,Vmar,Db+5,Oact,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeO,U5,Zidf,1,Nbe1,Ipro,terO,detN,bemN,hevN,00096
AsN,1,Sf,64,T70,CouN,Vcel,Db+2,Oret,WctA,spriv,HerN,PerO,MerN,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemN,hevN,00097
AsO,0,Sh,52,T60,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesO,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terO,detO,bemN,hevN,00098
AsO,0,Sf,49,T50,CouO,Vmar,Db+5,Oina,WctA,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terO,detO,bemN,hevN,00099
AsO,0,Sh,48,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdN,RepO,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00100
AsO,0,Sf,44,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00101
AsN,1,Sf,34,T40,CouN,Vcel,Dbac,Oact,WctB,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00102
AsO,0,Sh,29,T30,CouO,Vcel,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00103
AsN,1,Sh,29,T30,CouO,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00104
AsO,0,Sh,50,T60,CouO,Vmar,Db+5,Oina,WctA,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoO,ldfO,pelN,celN,qppN,asdO,RepN,QpeO,U5,Zidf,1,Nbe1,Ipro,terN,detN,bemN,hevN,00105
AsN,1,Sf,47,T50,CouO,Vmar,Db+2,Oact,Wemp,spriv,HerN,PerO,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,1,Nbe1,Ipro,terN,detN,bemN,hevN,00106
AsN,1,Sh,33,T40,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerO,MerO,GppO,gpmO,JgvO,LivN,EplO,fesO,vmoO,ldfN,pelO,celO,qppO,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00107
AsN,1,Sf,26,T30,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00108
AsN,1,Sf,83,T80,CouN,Vsep,Db+2,Oret,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00109
AsO,0,Sf,34,T40,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerN,MerO,GppN,gpmO,JgvN,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppN,asdN,RepO,QpeO,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00110
AsO,0,Sf,78,T80,CouN,Vcel,Dsan,Oret,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00111
AsN,1,Sh,40,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00112
AsN,1,Sf,38,T40,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmO,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00113
AsN,1,Sf,53,T60,CouN,Vcel,Dbepc,Oina,WctA,spriv,HerO,PerO,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00114
AsN,1,Sf,37,T40,CouN,Vsep,Dbac,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00115
AsN,1,Sh,41,T50,CouN,Vmar,Dsan,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,3,Nb>3,Iloc,terN,detN,bemN,hevN,00116
AsN,1,Sh,59,T60,CouN,Vsep,Db+5,Oact,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeO,U5,Zidf,1,Nbe1,Ipro,terN,detO,bemO,hevN,00117
AsO,0,Sf,38,T40,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00118
AsN,1,Sh,32,T40,CouO,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmN,JgvO,LivO,EplN,fesO,vmoO,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00119
AsN,1,Sf,29,T30,CouO,Vcel,Db+5,Oina,Wemp,spriv,HerN,PerO,MerO,GppO,gpmO,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00120
AsN,1,Sf,25,T30,CouN,Vcel,Db+5,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00121
AsN,1,Sh,29,T30,CouO,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00122
AsN,1,Sf,27,T30,CouO,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivN,EplO,fesO,vmoN,ldfN,pelN,celO,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00123
AsN,1,Sf,53,T60,CouN,Vsep,Dsan,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,2,Nbe2,Ipro,terN,detN,bemN,hevN,00124
AsN,1,Sh,55,T60,CouN,Vmar,Dbac,Oina,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,2,Nbe2,Iloc,terN,detO,bemN,hevN,00125
AsN,1,Sf,56,T60,CouN,Vsep,Dcep,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,1,Nbe1,Ipro,terN,detN,bemN,hevN,00126
AsN,1,Sf,57,T60,CouN,Vcel,Dbepc,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppO,asdN,RepO,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00127
AsO,0,Sf,64,T70,CouN,Vsep,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,1,Nbe1,Iloc,terN,detN,bemN,hevN,00128
AsN,1,Sh,43,T50,CouO,Vmar,Db+5,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00129
AsN,1,Sf,37,T40,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppO,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00130
AsN,1,Sf,39,T40,CouN,Vcel,Dbepc,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00131
AsO,0,Sf,56,T60,CouN,Vsep,Dcep,Oact,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U5,Zidf,1,Nbe1,Iloc,terN,detN,bemN,hevN,00132
AsN,1,Sf,30,T40,CouN,Vcel,Db+5,Oact,WctB,spub,HerN,PerO,MerO,GppO,gpmO,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00133
AsN,1,Sh,30,T40,CouO,Vcel,Db+5,Oact,WctA,spriv,HerO,PerO,MerO,GppN,gpmO,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00134
AsN,1,Sf,29,T30,CouO,Vcel,Db+5,Oact,WctA,spriv,HerO,PerO,MerO,GppO,gpmO,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00135
AsO,0,Sf,27,T30,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivO,EplO,fesO,vmoO,ldfO,pelN,celO,qppN,asdN,RepO,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00136
AsN,1,Sh,28,T30,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivO,EplO,fesO,vmoN,ldfO,pelN,celO,qppN,asdN,RepO,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00137
AsN,1,Sh,49,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00138
AsN,1,Sf,53,T60,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00139
AsN,1,Sf,34,T40,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelO,celO,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00140
AsN,1,Sf,42,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detN,bemN,hevN,00141
AsO,0,Sh,37,T40,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00142
AsO,0,Sf,41,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00143
AsN,1,Sh,49,T50,CouO,Vmar,Db+5,Oina,WctA,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelN,celO,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00144
AsN,1,Sf,44,T50,CouO,Vmar,Db+5,Oina,Wemp,spub,HerO,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelN,celO,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00145
AsO,0,Sh,59,T60,CouO,Vmar,Dtec,Oret,WctA,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,1,Nbe1,Iloc,terN,detN,bemN,hevN,00146
AsN,1,Sf,54,T60,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,1,Nbe1,Iloc,terN,detN,bemN,hevN,00147
AsO,0,Sf,33,T40,CouN,Vsep,Dbepc,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00148
AsN,1,Sf,27,T30,CouN,Vcel,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppO,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppO,asdN,RepO,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00149
AsN,1,Sh,59,T60,CouO,Vmar,Dtec,Oret,Wemp,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U5,Zidf,1,Nbe1,Iloc,terN,detO,bemN,hevO,00150
AsN,1,Sf,56,T60,CouO,Vcel,Db+2,Oret,WctB,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdO,RepN,QpeN,U5,Zidf,1,Nbe1,Iloc,terN,detO,bemN,hevO,00151
AsN,1,Sf,28,T30,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemO,hevN,00152
AsN,1,Sf,27,T30,CouN,Vcel,Db+5,Oact,WctC,spub,HerN,PerO,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00153
AsN,1,Sh,52,T60,CouN,Vcel,Dtec,Oact,Wemp,spub,HerN,PerO,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,1,Nbe1,Iloc,terN,detN,bemN,hevN,00154
AsN,1,Sh,31,T40,CouO,Vcel,Db+2,Oact,WctB,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00155
AsN,1,Sf,29,T30,CouO,Vcel,Db+5,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00156
AsN,1,Sf,27,T30,CouN,Vcel,Db+5,Oact,WctA,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00157
AsN,1,Sh,26,T30,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celO,qppN,asdO,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00158
AsN,1,Sf,25,T30,CouN,Vcel,Dbac,Oact,WctB,spub,HerN,PerO,MerO,GppN,gpmO,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelO,celO,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00159
AsN,1,Sh,33,T40,CouO,Vcel,Db+5,Oact,WctA,spriv,HerO,PerO,MerO,GppN,gpmO,JgvN,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00160
AsN,1,Sf,33,T40,CouO,Vcel,Db+5,Oina,WctA,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00161
AsN,1,Sf,58,T60,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdO,RepO,QpeN,U5,Zidf,1,Nbe1,Iloc,terN,detO,bemN,hevN,00162
AsN,1,Sh,29,T30,CouO,Vcel,Db+2,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00163
AsN,1,Sf,28,T30,CouO,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmN,JgvO,LivN,EplN,fesO,vmoO,ldfN,pelN,celN,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Iloc,terN,detN,bemN,hevN,00164
AsO,0,Sh,48,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelN,celO,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00165
AsO,0,Sf,46,T50,CouO,Vmar,Db+2,Oact,WctB,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoO,ldfN,pelO,celN,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00166
AsN,1,Sh,75,T80,CouO,Vmar,Dbac,Oret,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U5,Zidf,2,Nbe2,Ipro,terO,detN,bemN,hevN,00167
AsN,1,Sf,71,T80,CouO,Vmar,Dtec,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U5,Zidf,2,Nbe2,Ipro,terO,detN,bemN,hevN,00168
AsO,0,Sf,66,T70,CouN,Vsep,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00169
AsN,1,Sh,59,T60,CouO,Vmar,Dbepc,Oact,WctA,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdO,RepN,QpeO,U5,Zidf,2,Nbe2,Iloc,terN,detO,bemN,hevN,00170
AsN,1,Sf,58,T60,CouO,Vmar,Db+2,Oina,WctA,spriv,HerN,PerO,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U5,Zidf,2,Nbe2,Iloc,terN,detO,bemN,hevN,00171
AsN,1,Sf,72,T80,CouN,Vsep,Dbac,Oret,WctA,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00172
AsN,1,Sf,29,T30,CouN,Vcel,Db+2,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Ipro,terN,detO,bemN,hevN,00173
AsO,0,Sf,40,T50,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppN,asdN,RepN,QpeO,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00174
AsN,1,Sf,67,T70,CouN,Vcel,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,0,Nbe0,Iloc,terN,detO,bemN,hevN,00175
AsN,1,Sh,56,T60,CouO,Vmar,Dbac,Oact,WctC,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U5,Zidf,2,Nbe2,Iloc,terN,detN,bemN,hevN,00176
