Asvi,AsviR,Sexe,Age,Tage,Couple,Vmatri,Diplome,Occupa,Work,statut,Herit,Pere,Mere,Gparp,gparm,Jgrav,Livep,Epalo,fepsal,vmob,livdf,pel,cel,qpep,asdecv,Retrait,Qpea,Urbani,Zeat,Nbenf,Nbenfq,Iogoc,terre,dette,bdetre,hdetvo,ident
AsN,1,Sh,63,T70,CouO,Vmar,Dbac,Oret,WctB,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08638
AsN,1,Sh,69,T70,CouO,Vmar,Dbac,Oret,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08639
AsN,1,Sh,41,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplN,fesO,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08640
AsN,1,Sf,41,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08641
AsN,1,Sf,27,T30,CouO,Vcel,Dbac,Oina,Wemp,spriv,HerO,PerO,MerO,GppO,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevO,08642
AsN,1,Sh,28,T30,CouO,Vcel,Db+2,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevO,08643
AsN,1,Sf,47,T50,CouN,Vsep,Dtec,Oina,Wemp,spriv,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppO,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08644
AsN,1,Sh,47,T50,CouO,Vmar,Db+2,Oact,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08645
AsN,1,Sf,44,T50,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08646
AsN,1,Sh,43,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelN,celO,qppN,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08647
AsN,1,Sf,45,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08648
AsN,1,Sh,53,T60,CouO,Vmar,Dtec,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplO,fesO,vmoO,ldfN,pelN,celO,qppN,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08649
AsN,1,Sf,50,T60,CouO,Vmar,Dbac,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08650
AsN,1,Sh,39,T40,CouO,Vmar,Db+2,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08651
AsN,1,Sf,38,T40,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celO,qppO,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08652
AsO,0,Sh,40,T50,CouN,Vcel,Db+2,Oact,WctB,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08653
AsN,1,Sh,50,T60,CouO,Vmar,Dbac,Oact,WctB,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detO,bemN,hevO,08654
AsN,1,Sf,48,T50,CouO,Vmar,Db+2,Oact,WctB,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detO,bemN,hevO,08655
AsN,1,Sh,61,T70,CouN,Vsep,Dtec,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08656
AsN,1,Sh,50,T60,CouO,Vmar,Dbac,Oact,WctB,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08657
AsN,1,Sf,45,T50,CouO,Vmar,Dbepc,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08658
AsN,1,Sh,76,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08659
AsN,1,Sf,43,T50,CouN,Vsep,Dbac,Oact,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevO,08660
AsO,0,Sf,44,T50,CouO,Vcel,Db+2,Oact,WctB,spub,HerO,PerO,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepO,QpeN,U4,Zso,0,Nbe0,Ipro,terO,detO,bemN,hevN,08661
AsN,1,Sh,74,T80,CouO,Vmar,Dtec,Oret,WctB,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08662
AsN,1,Sh,46,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppO,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevO,08663
AsN,1,Sf,46,T50,CouO,Vmar,Dbac,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevO,08664
AsN,1,Sf,44,T50,CouO,Vmar,Dbac,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08665
AsN,1,Sh,56,T60,CouO,Vmar,Db+2,Oact,WctA,spriv,HerO,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08666
AsN,1,Sf,55,T60,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detN,bemN,hevN,08667
AsN,1,Sh,53,T60,CouO,Vmar,Dbac,Oact,WctB,spub,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdO,RepN,QpeN,U4,Zso,3,Nb>3,Ipro,terN,detN,bemN,hevN,08668
AsN,1,Sh,38,T40,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppO,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celO,qppN,asdN,RepO,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevN,08669
AsN,1,Sf,35,T40,CouO,Vmar,Db+2,Oact,WctB,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevN,08670
AsN,1,Sh,44,T50,CouN,Vcel,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08671
AsN,1,Sf,35,T40,CouN,Vcel,Dsan,Oina,WctC,spriv,HerN,PerN,MerO,GppO,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08672
AsN,1,Sh,52,T60,CouO,Vmar,Dbac,Oina,Wemp,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemO,hevN,08673
AsN,1,Sf,44,T50,CouO,Vmar,Db+5,Oact,WctA,spub,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemO,hevN,08674
AsN,1,Sh,38,T40,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08675
AsN,1,Sf,37,T40,CouO,Vmar,Dtec,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08676
AsN,1,Sh,43,T50,CouO,Vmar,Dbac,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08677
AsN,1,Sf,45,T50,CouO,Vmar,Dtec,Oret,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevO,08678
AsO,0,Sh,53,T60,CouO,Vmar,Db+2,Oact,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppO,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemO,hevN,08679
AsN,1,Sf,37,T40,CouO,Vmar,Db+2,Oact,WctA,spub,HerN,PerO,MerO,GppO,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelN,celO,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemO,hevN,08680
AsO,0,Sh,34,T40,CouO,Vmar,Db+5,Oact,WctA,spriv,HerO,PerN,MerO,GppN,gpmN,JgvN,LivN,EplO,fesO,vmoO,ldfN,pelN,celO,qppN,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terO,detO,bemO,hevO,08681
AsN,1,Sf,28,T30,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppO,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terO,detO,bemO,hevO,08682
AsN,1,Sh,49,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerN,MerO,GppN,gpmO,JgvN,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,1,Nbe1,Ipro,terO,detO,bemN,hevN,08683
AsN,1,Sf,51,T60,CouO,Vmar,Dbepc,Oina,Wemp,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terO,detO,bemN,hevN,08684
AsO,0,Sh,74,T80,CouN,Vcel,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppO,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terO,detN,bemN,hevN,08685
AsN,1,Sf,47,T50,CouO,Vsep,Dtec,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,4,Nb>3,Iloc,terN,detO,bemN,hevO,08686
AsN,1,Sh,46,T50,CouO,Vsep,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,4,Nb>3,Iloc,terN,detO,bemN,hevO,08687
AsN,1,Sh,47,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemO,hevN,08688
AsN,1,Sf,45,T50,CouO,Vmar,Dbepc,Oact,Wemp,spub,HerO,PerO,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemO,hevN,08689
AsN,1,Sf,56,T60,CouO,Vmar,Dcep,Oact,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,1,Nbe1,Ipro,terO,detN,bemN,hevN,08690
AsN,1,Sf,63,T70,CouO,Vmar,Dtec,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U4,Zso,1,Nbe1,Ipro,terO,detN,bemN,hevN,08691
AsN,1,Sf,30,T40,CouO,Vcel,Db+5,Oact,WctC,spriv,HerO,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevO,08692
AsN,1,Sh,30,T40,CouO,Vcel,Db+5,Oact,WctC,spub,HerO,PerO,MerO,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevO,08693
AsO,0,Sf,82,T80,CouN,Vsep,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U4,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08694
AsN,1,Sf,79,T80,CouN,Vsep,Dbac,Oret,WctB,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08695
AsN,1,Sh,39,T40,CouN,Vcel,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08696
AsN,1,Sh,81,T80,CouO,Vmar,Dbepc,Oret,WctC,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08697
AsN,1,Sf,89,T80,CouN,Vsep,Dsan,Oina,WctB,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,3,Nb>3,Iloc,terN,detN,bemN,hevN,08698
AsO,0,Sh,66,T70,CouN,Vsep,Db+5,Oret,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08699
AsN,1,Sh,65,T70,CouO,Vmar,Db+5,Oret,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemN,hevO,08700
AsN,1,Sf,58,T60,CouO,Vmar,Dbac,Oact,WctB,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemN,hevO,08701
AsN,1,Sh,27,T30,CouN,Vcel,Db+2,Oact,WctB,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Iloc,terN,detN,bemN,hevN,08702
AsO,0,Sh,59,T60,CouN,Vmar,Db+5,Oact,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celO,qppN,asdN,RepO,QpeN,U4,Zso,4,Nb>3,Ipro,terN,detO,bemN,hevN,08703
AsN,1,Sh,58,T60,CouO,Vmar,Dtec,Oret,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08704
AsN,1,Sf,56,T60,CouO,Vmar,Dtec,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08705
AsO,0,Sh,57,T60,CouO,Vmar,Dcep,Oret,WctC,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppO,asdN,RepN,QpeO,U4,Zso,1,Nbe1,Ipro,terN,detO,bemN,hevN,08706
AsO,0,Sf,55,T60,CouO,Vmar,Dbac,Oret,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemN,hevN,08707
AsN,1,Sh,56,T60,CouN,Vsep,Dbepc,Oret,WctC,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detO,bemN,hevN,08708
AsN,1,Sf,38,T40,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,1,Nbe1,Ipro,terN,detN,bemN,hevN,08709
AsN,1,Sf,50,T60,CouO,Vmar,Db+2,Oina,Wemp,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevO,08710
AsN,1,Sh,67,T70,CouO,Vmar,Dbepc,Oret,WctB,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevO,08711
AsN,1,Sf,65,T70,CouO,Vmar,Dtec,Oret,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemN,hevO,08712
AsN,1,Sh,65,T70,CouO,Vmar,Dtec,Oret,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoO,ldfN,pelN,celO,qppN,asdN,RepN,QpeO,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08713
AsN,1,Sf,62,T70,CouO,Vmar,Dbepc,Oret,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08714
AsN,1,Sh,63,T70,CouN,Vsep,Dbepc,Oret,WctA,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detO,bemN,hevN,08715
AsO,0,Sh,44,T50,CouO,Vmar,Db+5,Oact,WctA,spriv,HerN,PerO,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevN,08716
AsO,0,Sf,41,T50,CouO,Vmar,Dbac,Oact,WctB,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevN,08717
AsN,1,Sf,38,T40,CouO,Vcel,Db+5,Oact,WctB,spub,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08718
AsO,0,Sh,34,T40,CouO,Vcel,Db+5,Oact,WctA,spriv,HerO,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesO,vmoN,ldfN,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08719
AsN,1,Sf,21,T30,CouN,Vcel,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppO,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08720
AsN,1,Sh,91,T80,CouO,Vmar,Dcep,Oret,WctB,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppO,asdN,RepN,QpeO,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08721
AsN,1,Sf,89,T80,CouO,Vmar,Dbac,Oret,WctB,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,2,Nbe2,Ipro,terN,detN,bemN,hevN,08722
AsN,1,Sh,68,T70,CouO,Vsep,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,4,Nb>3,Ipro,terN,detN,bemN,hevN,08723
AsN,1,Sh,43,T50,CouO,Vmar,Dtec,Oact,WctB,spriv,HerO,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppO,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08724
AsN,1,Sf,39,T40,CouO,Vmar,Db+2,Oact,WctA,spub,HerO,PerO,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppO,asdN,RepN,QpeO,U4,Zso,0,Nbe0,Ipro,terN,detO,bemO,hevN,08725
AsN,1,Sh,25,T30,CouN,Vcel,Dbac,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08726
AsN,1,Sh,34,T40,CouN,Vcel,Dtec,Oact,WctC,spriv,HerN,PerO,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevO,08727
AsO,0,Sf,66,T70,CouN,Vsep,Dcep,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdO,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detO,bemN,hevO,08728
AsN,1,Sh,27,T30,CouN,Vcel,Db+5,Oact,WctA,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U4,Zso,0,Nbe0,Iloc,terN,detN,bemN,hevN,08729
